bmj-0-0,Karen Born,Assistant Professor,University of Toronto
bmj-0-1,Emma Brown,Lawyer (patient reviewer),NA
bmj-0-2,Madhan Balasubramanian,Sidney Sax NHMRC Research Fellow,University of Sydney & Kings College London
bmj-10-0,Jon Deeks,Professor of Biostatistics,University of Birmingham
bmj-100-0,Jane Cottingham,Independent consultant,None
bmj-100-1,Pascale Allotey,Director,UNU-IIGH
bmj-100-2,Luca Berro Pizzarossa,Researcher,"University of Groningen, Global Health Law Centre"
bmj-100-3,Sheherezade Kara,Human Rights Consultant,independent
bmj-100-4,Cecilia Chung,Senior Director of Strategic Initiatives and Evaluation,Transgender Law Center
bmj-102-0,"Dean A. Seehusen, MD, MPH",Associate Dean for Graduate Medical Education,The Medical College of Georgia at Augusta University
bmj-102-1,Eric Sun,Assistant Professor,Stanford University
bmj-102-2,Thomas Rapp,Associate Professor,Universit Paris Descartes
bmj-102-3,Richard L Barger Jr,Clinical Assistant Professor of Radiology,University Hospitals of Cleveland
bmj-103-0,Roger Edmund Thomas,Emeritus Professor of Family Medicine,University of Calgary
bmj-103-1,ke rtqvist,Associate Professor,Karolinska Institutet
bmj-103-2,Meredith McMorrow,Influenza Program Director,CDC-South Africa
bmj-106-0,Suzie Bailey,Director of Leadership & Organisational Development,The King's Fund
bmj-106-1,Aled Jones,Reader in Patient Safety & Healthcare Quality,Cardiff University
bmj-107-0,Simon Pearce,Prof. of Endocrinology,Newcastle University
bmj-107-1,Dr Trevor A Howlett,Emeritus Consultant Physician and Endocrinologist,Leicester Royal Infirmary
bmj-107-2,Scott Wilkes,"Head, School of Medicine & Professor of General Practice and Primary Care",University of Sunderland
bmj-107-3,Amanda Brewster,Chair,HAPPI (Healthier Ageing Patient & Public Involvement) Group
bmj-108-0,Dorothy Becker,Prof Pediatrics,Childrens Hopital and University of Pittsburgh
bmj-108-1,Lotte Klim,UX & Patient Engagement Consultant,PatientPartners
bmj-108-2,Ki-Ho Song,Professor,The Catholic University of Korea
bmj-108-3,Giuseppe Pugliese,Professor of Endocrinology,"Sapienza University, Rome, Italy"
bmj-108-4,Jamie Kirkham,MD,University of Liverpool
bmj-109-0,Peter Green,Retired,ex-NHS Business Services Authority
bmj-109-1,Paul J. Rosch,Clinical Professor of Medicine,New York Medical College
bmj-109-2,Mats Lekander,Professor,Karolinska Institutet
bmj-11-0,Angie wade,Professor of Medical Statistics,University College London
bmj-110-0,Colin Angus,Senior Research Fellow,University of Sheffield
bmj-110-1,Michael F Jacobson,Senior Scientist,Center for Science in the Public Interest
bmj-110-2,Yeyi Zhu,Research Scientist; Assistant Adjunct Professor,"Kaiser Permanente Northern California Division of Research; University of California, San"
bmj-112-0,Wu Yihua,Associate Professor,"Zhejiang University, China"
bmj-112-2,Roberd M. Bostick,Professor,Emory University
bmj-113-0,Masamitsu Kamada,Assistant Professor,The University of Tokyo
bmj-113-1,PaulLee,Assistant Professor,Hong Kong Polytechnic University
bmj-113-2,Jochen Klenk,Professor,Institute of Epidemiology and Medical Biometry
bmj-113-3,Jungwha Lee,Association Professor,Northwestern University
bmj-113-4,Rafael Perera,Professor of Medical Statistics,University of Oxford
bmj-114-0,Chris Maher,Professor,The University of Sydney
bmj-114-1,Bart Koes,Professor of General Practice,Erasmus MC
bmj-114-2,Michele Curatolo,Prof.,University of Washington
bmj-114-3,Trudy Bekkering,researcher,"Academic Center of General Practice, KU Leuven"
bmj-114-4,Robert J. Nisbet,Expert by Experience,None
bmj-114-5,Baogan Peng,"Spinal surgeon, Professor, Chairman","General Hospital of Armed Police Force, Beijing, China"
bmj-114-6,Alessandro Chiarotto,Post-doctoral researcher,"Department of General Practice, Erasmus MC, University Medical Center"
bmj-114-7,Nadine Foster,NIHR Professor of Musculoskeletal Health in Primary Care,Research Institute for Primary Care and Health Sciences
bmj-114-8,Steven Atlas,"Director, Practice-Based Research & Quality Improvement",Massachusetts General Hospital
bmj-115-0,Chris Maher,Professor,The University of Sydney
bmj-115-1,Bart Koes,Professor of General Practice,Erasmus MC
bmj-115-2,Michele Curatolo,Prof.,University of Washington
bmj-115-3,Trudy Bekkering,researcher,"Academic Center of General Practice, KU Leuven"
bmj-115-4,Robert J. Nisbet,Expert by Experience,None
bmj-115-5,Baogan Peng,"Spinal surgeon, Professor, Chairman","General Hospital of Armed Police Force, Beijing, China"
bmj-115-6,Alessandro Chiarotto,Post-doctoral researcher,"Department of General Practice, Erasmus MC, University Medical Center"
bmj-115-7,Nadine Foster,NIHR Professor of Musculoskeletal Health in Primary Care,Research Institute for Primary Care and Health Sciences
bmj-115-8,Steven Atlas,"Director, Practice-Based Research & Quality Improvement",Massachusetts General Hospital
bmj-116-0,arne astrup,"head of department, professor, MD, DMSc",University of Copenhagen
bmj-116-1,Sonia Blanco Mejia,Senior Research Associate,St Michael's Hospital
bmj-116-2,Gang Liu,Research Associate,Harvard T.H. Chan School of Public Health
bmj-116-3,Angie Wade,Professor of Medical Statistics,UCL GOS Institute of Child Health
bmj-119-0,"JEFF RABIN, OD, MS, PHD","ASST DEAN, PROFESSOR",UIW ROSENBERG SCHOOL OF OPTOMETRY
bmj-119-1,Carlo Agostoni,Professor,"Department of Clinical Sciences and Community Health, University of Milan,"
bmj-119-2,Joshua Jeong,Postdoctoral fellow,Harvard T.H. Chan School of Public Health
bmj-121-0,Mario Gaudino,Professor of Cardiothoracic Surgery,Cornell Medicine
bmj-121-1,Saurav Chatterjee,"Staff Interventional Cardiologist, Assistant Professor of Medicine",Hoffman Heart Institute of the Saint Francis Hospital and Medical Center
bmj-121-2,Ahran Arnold,Clinical Research Fellow in Cardiology,Imperial College London
bmj-121-3,Dhaval Kolte,Interventional Cardiology Fellow,"Massachusetts General Hospital, Boston, MA"
bmj-121-4,Morten Rix Hansen,"MD, ph.d.","Aarhus University Hospital, Clinical Pharmacology"
bmj-121-5,Dr Amit Kaura,NIHR Academic Clinical Fellow in Cardiology / Specialist Registrar in Cardiology,Imperial College London / Imperial College Healthcare NHS Trust
bmj-122-0,Jonathan Chick,Medical Director,Castle Craig Hospital
bmj-122-1,Douglas Cameron,Senior Lecturer (Retired) University Fellow,University of Leicester
bmj-122-2,Heng Jiang,Research Fellow,La Trobe University
bmj-122-3,John Mooney,Senior Lecturer in Public Health,University of Sunderland
bmj-123-0,Tim Cole,professor of medical statistics,UCL Great Ormond Street Institute of Child Health
bmj-123-1,Ian Douglas COOKE,Emeritus Professor,University of Sheffield
bmj-124-0,Jamie Kirkham,Professor of Biostatstics,University of Manchester
bmj-125-0,Tobias Kurth,Epidemiologist,"Charit, Berlin"
bmj-126-0,David Friedlander,Research Fellow,Brigham and Women's Hospital
bmj-126-1,Hao Zeng,Prof.,"Department of Urology, West China Hospital, Sichuan University"
bmj-126-2,Akshay Sood,Senior Resident,Henry Ford Hospital
bmj-126-3,Fabrizio Dal Moro,Associate Professor,University of Udine
bmj-126-4,Richard Riley,Professor of Biostatistics,Keele University
bmj-127-0,Ian McDowell,Senior Lecturer and Consultant,Cardiff University School of Medicicine
bmj-127-1,Tim Cole,professor of medical statistics,UCL Great Ormond Street Institute of Child Health
bmj-128-0,Andy Oxman,Research director,Norwegian Institute of Public Health
bmj-128-1,Bennett Holman,Assistant Professor of History and Philosophy of Science,Yonsei University
bmj-129-0,Adrian Rabe,Honorary Research Fellow,Imperial College London
bmj-129-1,Kate Harrison Brennan,CEO,Anglican Deaconess Ministries
bmj-129-2,Y-Ling Chi,Technical Advisor,Imperial College London
bmj-129-4,Mengcen Qian,Assistant Professor,Fudan Univeristy School of Public Health
bmj-129-5,Itamar Megiddo,"Chancellor's Fellow, Lecturer",University of Strathclyde
bmj-129-6,Katherine Kenny,Research Fellow,University of New South Wales
bmj-129-7,Jian Li,Associate Professor,Chinese Academy of Medical Science & Peking Union Medical College
bmj-13-0,Tim Cole,Professor of medical statistics,UCL Great Ormond Street Institute of Child Health
bmj-130-0,Stephen Jan,xx,George Institute for Global Health
bmj-130-1,Beatriz Gonzalez Lopez-Valcarcel,PROFESSOR,"UNIVERSITY OF LAS PALMAS DE GRAN CANARIA, SPAIN"
bmj-130-2,Jeffrey Todd Kullgren,Research Scientist and Assistant Professor of Internal Medicine,VA Ann Arbor Healthcare System and University of Michigan
bmj-131-0,David Ellwood,"Dean of Medicine, and Professor of Obstetrics & Gynaecology","Griffith University School of Medicine, Queensland, Australia"
bmj-131-1,Giulia Ottaviani,"MD, PhD",Universit degli Studi di Milano
bmj-131-2,Dominique Heinke,Postdoctoral Fellow,Massachusetts Department of Public Health
bmj-131-3,Alexander Heazell,Professor of Obstetrics,"University of Manchester, UK"
bmj-131-4,Miranda Davies-Tuck,Perinatal Epidemiologist,Hudson Institute of Medical Research
bmj-131-5,Karla Hemming,Statistician,Birmingham
bmj-132-0,Dr Sarah Markham,Visiting Researcher,King's College London
bmj-134-0,Charlotte Cookson,Patient and public reviewer,NA
bmj-134-3,Matthew W. Gillman,"Director, Environmental influences on Child Health Outcomes Program",US National Institutes of Health
bmj-134-4,Nathalie Auger,physician-epidemiologist,University of Montreal
bmj-134-5,Richard Riley,Professor of Biostatistics,Keele University
bmj-135-0,Tim Cole,professor of medical statistics,UCL Great Ormond Street Institute of Child Health
bmj-136-0,Steven E. Nissen MD,"Chair, Department of Cardiovascular Medicine",Cleveland Clinic
bmj-136-1,Han Gao,physician,Shanghai Municipal Hospital of Traditional Chinese Medicine
bmj-136-2,John Roberts,Reviewer,BMJ
bmj-136-3,Richard Riley,Professor of Biostatistics,Keele University
bmj-138-0,Marina Cuttini,MD,"Pediatric Hospital Bambino Ges, Roma"
bmj-138-1,Wally Carlo MD,"Professor, Director",University of Alabama at Birmingham
bmj-138-2,Julie M. Petersen,Statistical Analyst,Boston University School of Public Health
bmj-139-0,Nicholas Mays,Professor of Health Policy,London School of Hygiene and Tropical Medicine
bmj-139-1,Zachary Hong,Research Assistant,University of Calgary
bmj-139-2,Anupam Jena,Ruth L. Newhouse Associate Professor,Harvard Medical School
bmj-14-0,Avivit Cahn,Physician,Hadassah Hebrew University Hospital
bmj-14-1,Steven Smith,Assistant Professor,University of Florida
bmj-14-2,Girish N Nadkarni,Assistant Professor,Icahn School of Medicine at Mount Sinai
bmj-140-0,Masao Iwagami,Assistant Professor,"London School of Hygiene and Tropical Medicine, University of Tsukuba"
bmj-140-1,Joe Eustace,Director,HRB Clinical Research Facility - University College Cork
bmj-140-2,Christina Bradshaw,Clinical Instructor,Stanford University
bmj-142-1,Charles Clift,Senior Consulting Fellow,Chatham House
bmj-142-2,Jeremy Youde,"Dean, College of Liberal Arts",University of Minnesota Duluth
bmj-142-3,felix stein,postdoctoral researcher,university of edinburgh
bmj-142-4,Katie Harron,Associate Professor in Statistics,UCL
bmj-142-5,Anne Roemer-Mahler,Associate Professor,University of Sussex
bmj-143-1,Joel Ernst,Professor,UCSF
bmj-143-2,Jon Emery,Research Fellow,London School of Hygeine and Tropical Medicine
bmj-144-0,Mark Fox,Professor of Gastroenterology,"University of Zrich, Klinik Arlesheim"
bmj-144-1,Paul Moayyedi,Professor of Gastroenterology,McMaster University
bmj-144-2,Brendan Delaney,Professor of Medical Informatics and Decision Making,Imperial College London
bmj-144-3,Su Youn Nam,Professor,Kyungpook National University Hospital
bmj-144-4,Richard Riley,Professor of Biostatistics,Keele University
bmj-148-0,Danny van Leeuwen,Person,Health Hats
bmj-148-1,Sevil Yasar,Associate Professor,"Johns Hopkins University, School of Medicine"
bmj-148-2,Daniela Anker,PhD student in epidemiology and public health,University of Bern
bmj-149-0,Gareth Hollands,Senior Research Associate,"Behaviour and Health Research Unit, University of Cambridge"
bmj-149-1,Anneke Lucassen,Professor of Clinical Genetics,University of Southampton
bmj-150-0,Bhaven Sampat,Associate Professor,Columbia University
bmj-151-0,Kathryn Bradbury,Senior Research Fellow,University of Auckland
bmj-152-0,Gabriel Van Duinen,Peer Assisted Learning Facilitator (Patient Reviewer),Macquarie University
bmj-152-2,Qian Di,Assistant Professor,Tsinghua University
bmj-152-3,Brooke Anderson,Assistant Professor,Colorado State University
bmj-152-4,Dan Crouse,Research Associate,University of New Brunswick
bmj-152-5,Hugh Ross Anderson,Emeritus Professor of Epidemiology and Public Health,"St George's, University of London"
bmj-152-6,Dr Suzanne Bartington,Clinical Research Fellow,University of Birmingham
bmj-152-7,Michael Brauer,Professor,The University of British Columbia
bmj-153-0,Yangbo Sun,Postdoctoral research scholar,University of Iowa
bmj-153-1,idem BOZKIR,"Lecturer/Dietitian, PhD",Tekirda Namk Kemal University
bmj-153-2,Pollyanna Patriota,Assistant Professor,Federal University of Triangulo Mineiro
bmj-153-3,Punam Ohri-Vachaspati,Professor,Arizona State University
bmj-153-4,Pierre Traissac,Senior Epidemiologist / Biostatistician,"IRD, ""French National Research Institute for Sustainable Development"", ""Foods"
bmj-153-5,Julia Wolfson,Assistant Professor,University of Michigan
bmj-153-6,Carmen Piernas Sanchez,Senior Researcher,University of Oxford
bmj-154-0,Manvi Sharma,Assistant Professor,University of Mississippi
bmj-155-0,Wendy O'Meara,Associate Professor,Duke University
bmj-155-1,Rebecca Chandler,Research physician,Uppsala Monitoring Centre
bmj-155-2,Adrian V. S. Hill,"Director,","The Jenner Institute, University of Oxford"
bmj-156-0,"Adam Lake, MD",Physician,Lancaster General/Penn Medicine
bmj-156-1,Nazrul Islam,Quantitative Research Associate,University of Cambridge
bmj-157-0,Alice Lichtenstein,Gershoff Professor,Tufts University
bmj-157-1,Wendy Jones,Freelance,No current affiliation
bmj-157-2,Dariush Mozaffarian,Dean,Friedman School of Nutrition Science & Policy
bmj-157-4,Grace M. Egeland,Prof & Senior Researcher,Univ. of Bergen & Norwegian Inst. of Public Health
bmj-157-5,Andrew Odegaard,Assistant Professor,"University of California, Irvine"
bmj-157-6,Jon Deeks,Professor of Biostatistics,University of Birmingham
bmj-158-1,Colin D Butler,Honorary Professor,Australian National University
bmj-158-2,Ilona Kickbusch,Director,"Global Health Centre, Graduate Institute Geneva"
bmj-158-3,Peng Bi,Professor of Public Health Medicine,"University of Adelaide, Australia"
bmj-159-0,Shannon,Volunteer patient reviewer,Ehlers Danlos Society
bmj-159-1,Jonatan Salzer,"MD, PhD, Neurologist",Ume University
bmj-159-2,Chris van Weel,Emeritus profressor of general practice,"Radboud University Medical Center, Institute of Health Sciences, Department of Primary and"
bmj-159-3,Irwin Nazareth,Professor of Primary Care and Population Sciences,University College London
bmj-159-4,Jose Antonio Lopez Escamez,"Otology & Neurotology Group CTS495, Department of Otolaryngology","Hospital Virgen de las Nieves, Universidad de Granada"
bmj-159-5,Paulus Rommer,Associate Professor of Neurology,"Medical University of Vienna, Department of Neurology"
bmj-159-6,Kevin Kerber,Neurologist,University of Michigan
bmj-159-7,Dinesh Kumar Sharma,Assistant Professor (Retired),Government Medical College Amritsar India
bmj-16-0,Rafael Perera,Professor of Medical Statistics,University of Oxford
bmj-16-1,Jian Kong,Associate professor,Massachusetts General Hospital
bmj-161-0,Alexandra Martiniuk,Associate Professor (Epidemiology),University of Sydney
bmj-161-1,Susan Meffert,Associate Professor of Psychiatry,University of California San Francisco (UCSF)
bmj-161-2,Valentina Iemmi,Research Fellow,London School of Economics and Political Science
bmj-161-3,Dr. Jill Murphy,Postdoctoral Fellow,University of British Columbia
bmj-161-4,Dr Prianka Padmanathan,Academic Clinical Fellow in Psychiatry,University of Bristol
bmj-161-5,Oye Gureje,Professor,"University of Ibadan, Nigeria"
bmj-161-6,Anna-Clara Hollander,post doc,"Karolinska Institutet, Department of Public Health Sciences"
bmj-162-0,Jess Dez-Manglano,Internal medicine clinician,Hospital Royo Villanova
bmj-162-1,Bernd Arents,Patient/patient advocate,Dutch Association for People with Atopic Dermatitis (VMCE)
bmj-162-2,Mximo Bernabeu-Wittel,"PhD, MD",Hospital Universitario Virgen del Roco
bmj-162-3,Ruth Cunningham,Senior Research Fellow,University of Otago
bmj-162-4,Rachel Denholm,Senior Research Associate,"University of Bristol, Centre for Academic Primary Care"
bmj-162-5,Chris Salisbury,Professor of Primary Health Care,University of Bristol
bmj-162-6,Gary Collins,Professor of Medical Statistics,University of Oxford
bmj-163-0,Michele Curatolo,Professor,University of Washington
bmj-163-1,Nadine Foster,NIHR Professor of Musculoskeletal Health in Primary Care,Keele University
bmj-163-2,Bart Koes,Professor of General Practice,Erasmus MC
bmj-163-3,Baogan Peng,"Spinal surgeon, Professor, Director","The Third Medical Center of PLA General Hospital, Beijing, China"
bmj-164-0,Michele Curatolo,Professor,University of Washington
bmj-164-1,Nadine Foster,NIHR Professor of Musculoskeletal Health in Primary Care,Keele University
bmj-164-2,Bart Koes,Professor of General Practice,Erasmus MC
bmj-164-3,Baogan Peng,"Spinal surgeon, Professor, Director","The Third Medical Center of PLA General Hospital, Beijing, China"
bmj-165-0,Catherine,Professor of Medicine,University of Washington School of Medicine
bmj-165-1,Gretchen Becker,Freelance editor,Self-employed
bmj-165-2,Gilbert Thompson,Emeritus Professor,Imperial College London
bmj-165-3,John Sahl Andersen,"Associate professor, GP, PhD","Center for Research and Education in General Practice, University of"
bmj-165-4,"Beatrice A. Golomb, MD, PhD",Professor of Medicine,"University of California, San Diego"
bmj-166-0,Joshua Zadro,Postdoctoral Researcher,The University of Sydney
bmj-166-1,Martin Scherer,Professor,"Department of General Practice, University of Hamburg"
bmj-166-2,Joshua Zadro,Postdoctoral Researcher,The University of Sydney
bmj-166-3,Martin Scherer,Professor,"Department of General Practice, University of Hamburg"
bmj-167-0,Mark Manary,Professor,Washington University School of Med
bmj-167-1,Stephen Allen,Prof Paediatrics,Liverpool School of Tropical Medicine
bmj-167-2,Haroon Saloojee,"Head, Division of Community Paediatrics",University of the Witwatersrand
bmj-167-3,Susan Roberts,Professor of Nutrition,Tufts University
bmj-167-4,Tim Cole,professor of medical statistics,UCL Great Ormond Street Institute of Child Health
bmj-169-0,Joshua Sharfstein,Professor of the Practice,Johns Hopkins Bloomberg School of Public Health
bmj-169-1,Nabarun Dasgupta,Epidemiologist,University of North Carolina at Chapel Hill
bmj-169-2,John A. Lloyd,Consumer Reviewer,Consumer
bmj-169-3,Brian Lund,Core Investigator,Iowa City VA Healthcare System
bmj-169-4,Rafael Perera,Professor of Medical Statistics,University of Oxford
bmj-17-0,Shurong Lu,Senior epidemiologist,Jiangsu Province CDC
bmj-17-1,Sami Rsnen,Professor in Psychiatry,"University of Oulu, Faculty of Medicine, Research Unit of Clinical Neuroscience,"
bmj-17-2,Dr Antonis Kousoulis,Director,Mental Health Foundation
bmj-170-0,Ana Langer,Professor,Harvard T. H. Chan School of Public Health
bmj-170-1,Fernanda Ewerling,Postdoctorate researcher,International Center for Equity in Health
bmj-170-2,Faisal Abbas,Experienced Research Fellow,Department of Economics George August university Goettingen Germany
bmj-171-0,Matthew W. Gillman,"Director, NIH ECHO Program",US National Institutes of Health
bmj-171-1,Nathalie Auger,MD,University of Montreal/McGill
bmj-171-2,Richard Riley,Professor of Biostatistics,Keele University
bmj-172-1,Margaret Kruk,Associate Professor,Harvard TH Chan School of Public Health
bmj-172-2,Rebecca Katz,Professor,Georgetown University
bmj-173-0,Steven Bell,Epidemiologist,University of Cambridge
bmj-173-1,Niamh Fitzgerald,Association Professor in Alcohol Studies,"Institute for Social Marketing, University of Stirling"
bmj-177-0,"Paul J. Rosch, MD",Clinical Professor of Medicine and Psychiatry,New York Medical College
bmj-177-1,Mats Lekander,Professor,"Department of Clinical Neuroscience, Karolinska Institute"
bmj-178-0,Suzanne Bartington,Clinical Research Fellow,University of Birmingham
bmj-178-1,Ka Hung Chan,Early Career Research Fellow,Nuffield Department of Population Health
bmj-178-2,Giulia Cesaroni,Senior Epidemiologist,"Department of Epidemiology Regional Health Service, ASL Roma 1"
bmj-179-0,Vincius Ynoe de Moraes,"Orthopaedic surgeon, PhD",Federal University of So Paulo
bmj-179-1,Robert-Jan de Vos,Sports physician and scientific researcher,Erasmus MC University Medical Centre
bmj-179-2,Jon Karlsson,Professor,"Institute of Clinical Sciences, Gothenburg University, Gotenhburg, Sweden"
bmj-179-3,Julie Morris,Honorary Reader in Medical Statistics,University of Manchester
bmj-18-0,Baris Ata,Professor of Obstetrics and Gynecology,Koc University School of Medicine
bmj-18-1,Abey Eapen,Clinical Assistant Professor,1976
bmj-18-2,Julia Medew,Media and communications consultant,Self employed
bmj-18-3,Gary Collins,Professor of Medical Statistics,University of Oxford
bmj-180-0,Bill Swan,Lead Agitator,Faces of Pharmacare
bmj-180-1,simon collins,advocate,HIV I-base
bmj-180-2,Anum Fasih,Associate Consultant,The Indus Hospital
bmj-180-3,Dominique Hamerlijnck,"patient/consumer experience expert, tobacco control expert","Dutch Lung Foundation, EUPATI fellow"
bmj-180-4,Franois Houez,Director of Treatment Information and Access,European Organisation for Rare Diseases
bmj-180-5,"Sarah M. Bernstein, MD",Physician - neonatal-perinatal medicine fellow,Duke University Medical Center
bmj-180-6,Judith Taylor,Director and Secretary,Thyroid Cancer Alliance (patient organisation)
bmj-180-7,Barbara Lewis,Founder,Joan's Family Bill of Rights
bmj-181-0,Pia Hardelid,Associate professor,UCL Great Ormond Street Institute of Child Health
bmj-181-1,Katie Harron,Associate Professor,UCL
bmj-181-2,David Cromwell,Professor of Health Services Research,London School of Hygiene & Tropical Medicine
bmj-182-0,Angie Wade,x,Institute of Child Health
bmj-182-1,Eske Kvanner Aasvang,Ass. prof. of anaesthesia,Copenhagen University
bmj-183-0,Adrian Barnett,Statistician,Queensland University of Technology
bmj-183-1,Eric Sun,Assistant Professor,Stanford University
bmj-183-2,Stylianos Serghiou,PhD Student,Stanford University
bmj-183-3,Kellia Chiu,PhD Candidate,The University of Sydney
bmj-185-0,Ye (Julia) Zhu,"Research Fellow, Health Services Research","Robert D. and Patricia E. Kern Center for Health Care Delivery, Mayo Clinic,"
bmj-185-1,Karen Joynt Maddox,Assistant Professor,Washington University
bmj-185-3,Rishi Wadhera,Cardiologist,"Beth Israel Deaconess Medical Center, Harvard Medical School"
bmj-185-4,Jason Wasfy,Assistant Professor,Harvard Medical School
bmj-185-5,Yoryos (Georgios) Lyratzopoulos,Professor of Cancer Healthcare Epidemiology,University College London (UCL)
bmj-186-0,Ben Willem Mol,Professor Obstetrics and Gynaecology,Monash University
bmj-186-1,Philippa Middleton,Principal Research Fellow,South Australian Health and Medical Research Institute
bmj-186-2,Sarah Stock,Wellcome Trust Clinical Career Development Fellow,University of Edinburgh
bmj-186-3,William Grobman,Professor,Northwestern University
bmj-187-0,Jaana Halonen,Reserach Programme Director,National Institute for Health and Welfare
bmj-187-1,Hui Liu,Associate professor,"Medical Informatics Center, Peking University"
bmj-190-0,Janet Beach,None,None
bmj-190-1,Thomas A. Marciniak,Public health advocate,"Thomas A. Marciniak, MD"
bmj-190-2,Kelly Rawlings,Head of Content Development,Vida Health
bmj-190-3,Donald W. Light,Professor,Rowan University School of Osteopathic Medicine
bmj-192-0,John Pucher,Professor Emeritus,"Rutgers University, New Jersey, USA"
bmj-192-1,Mariana Arcaya,Associate Professor,Massachusetts Institute of Technology
bmj-192-2,"Anne Lusk, Ph.D.",Research Scientists,Harvard Chan School of Public Health
